Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
BEST3,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
CARMIL1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
CD1E,1,0,0,0,6,2,0,0,0,9,8,8,0.008791208791208791
CDC73,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
CFAP251,0,1,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
CFAP43,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
CLEC16A,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
CNTNAP3,1,0,0,0,7,0,0,1,0,9,8,8,0.008791208791208791
COL3A1,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
COL4A1,0,0,0,0,8,0,0,1,0,9,8,8,0.008791208791208791
COPA,1,0,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
CSTF3,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
DDX27,2,0,1,0,5,1,0,0,0,9,8,8,0.008791208791208791
DIAPH1,0,0,1,0,6,2,0,0,0,9,8,8,0.008791208791208791
DLEC1,2,1,0,0,5,0,0,1,0,9,8,8,0.008791208791208791
DPP4,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
DPP6,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
EMSY,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
EPHA4,1,0,1,0,6,1,0,0,0,9,8,8,0.008791208791208791
ESF1,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
EXPH5,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
FBF1,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
FNDC1,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
GPATCH8,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
GPC6,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
GRK1,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
HAUS6,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
ITGAV,2,0,0,0,5,0,0,2,0,9,8,8,0.008791208791208791
ITPRID2,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
KCNK18,2,0,0,0,7,0,0,0,0,9,8,8,0.008791208791208791
KIT,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
MAGEC1,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
MAN1A1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
MAN2A1,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
MAP3K19,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
MAP3K5,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
MEGF10,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
MLH1,0,0,0,0,6,1,1,1,0,9,8,8,0.008791208791208791
MTO1,0,0,1,0,6,1,0,1,0,9,8,8,0.008791208791208791
NRCAM,0,0,0,0,6,3,0,0,0,9,8,8,0.008791208791208791
NSD3,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
OR5T1,0,0,0,0,8,0,0,0,1,9,8,8,0.008791208791208791
PALM2AKAP2,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
PARP14,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
PCDH10,1,0,0,0,6,2,0,0,0,9,8,8,0.008791208791208791
PCDHGB4,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
PCF11,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
PLEKHG1,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
PLXNB2,0,0,1,0,8,0,0,0,0,9,8,8,0.008791208791208791
PPFIA1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
PPP2R3C,1,0,0,0,7,0,0,1,0,9,8,8,0.008791208791208791
PTPN22,0,2,0,0,7,0,0,0,0,9,8,8,0.008791208791208791
RBL1,0,0,0,0,6,1,0,2,0,9,8,8,0.008791208791208791
RBM27,0,1,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
RFX4,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
SATB1,1,0,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
SCAF4,0,1,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
SCAF8,0,0,0,0,7,1,0,1,0,9,8,8,0.008791208791208791
SENP7,1,0,0,0,7,1,0,0,0,9,8,8,0.008791208791208791
SGIP1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
SLC13A1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
SLC13A3,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
SLC1A6,0,0,0,0,8,0,0,1,0,9,8,8,0.008791208791208791
SLC9C2,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
SLCO2A1,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
SLFN13,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
SMARCC2,1,0,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
STON1,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
SYCP2L,0,0,1,0,6,2,0,0,0,9,8,8,0.008791208791208791
SYNCRIP,3,0,0,0,4,2,0,0,0,9,8,8,0.008791208791208791
THRAP3,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
TMEM67,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
TMTC4,0,0,0,0,7,0,0,2,0,9,8,8,0.008791208791208791
TRPM3,0,0,0,0,8,1,0,0,0,9,8,8,0.008791208791208791
USP28,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
VWA3B,0,0,0,0,6,3,0,0,0,9,8,8,0.008791208791208791
XPC,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
ZFP37,1,0,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
ZIM3,0,1,0,0,8,0,0,0,0,9,8,8,0.008791208791208791
ZNF350,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
ZNF425,0,0,0,0,9,0,0,0,0,9,8,8,0.008791208791208791
ZNF560,0,0,0,0,7,2,0,0,0,9,8,8,0.008791208791208791
A2M,0,0,1,0,5,2,0,0,0,8,8,8,0.008791208791208791
ABCB1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ABCC5,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ACP3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ADAMTS7,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ADCY5,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ADGRF5,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
AGL,1,0,0,0,6,0,0,1,0,8,8,8,0.008791208791208791
AGO1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
AGT,3,0,0,0,5,0,0,0,0,8,8,8,0.008791208791208791
AGTPBP1,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
AHI1,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
AKT3,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
ALDH1L2,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
ALG13,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
AMPD1,0,0,0,0,6,0,0,2,0,8,8,8,0.008791208791208791
ANGPT1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ANKAR,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
ANKS1B,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
ANO2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
AP1G2,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
AR,0,0,0,0,6,1,1,0,0,8,8,8,0.008791208791208791
ARAF,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ARFGEF3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ARHGAP26,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
ARHGEF28,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ARMC4,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
ASTN2,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
ATF7IP,1,0,0,0,4,3,0,0,0,8,8,8,0.008791208791208791
ATG7,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ATN1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ATP2C1,2,0,0,0,5,1,0,0,0,8,8,8,0.008791208791208791
ATRN,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
BAZ1A,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
BBX,0,1,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
BCHE,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
BMPR1B,1,1,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
BMPR2,1,0,0,0,4,3,0,0,0,8,8,8,0.008791208791208791
BMX,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
BNC2,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
C12orf40,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
C4BPA,0,0,0,0,5,2,0,1,0,8,8,8,0.008791208791208791
CACNA1H,1,0,0,0,5,2,0,0,0,8,8,8,0.008791208791208791
CACNA2D3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CAMTA1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CASZ1,1,0,1,0,6,0,0,0,0,8,8,8,0.008791208791208791
CC2D2A,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CCDC146,1,0,0,0,6,0,0,1,0,8,8,8,0.008791208791208791
CCDC171,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
CCDC39,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
CD5L,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CDKL5,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
CFAP65,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
CFAP70,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
CILP,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
CNGA2,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
CNOT3,0,1,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
CNTNAP1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
COL16A1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
COL4A2,0,1,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
CPSF1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CPXM1,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
CR2,1,1,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
CROCC,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
CRYBG3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CTNNA3,1,0,0,0,5,2,0,0,0,8,8,8,0.008791208791208791
CXCR3,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
CYFIP2,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
CYLC1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
CYP2A13,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
CYP4F11,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
DALRD3,1,0,0,0,6,0,0,1,0,8,8,8,0.008791208791208791
DCAF4L2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DDB1,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
DDX3X,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DDX5,1,0,0,0,5,2,0,0,0,8,8,8,0.008791208791208791
DENND1A,0,0,1,0,6,0,0,1,0,8,8,8,0.008791208791208791
DLGAP4,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DMBT1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DNAJC14,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
DNMBP,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DNMT1,0,0,1,0,6,0,0,1,0,8,8,8,0.008791208791208791
DOCK5,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
DPP10,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
DUOX1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
DUOX2,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
DZANK1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
EDAR,0,0,1,0,6,1,0,0,0,8,8,8,0.008791208791208791
EGFLAM,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
EGFR,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
EIF4G3,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
ELL2,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
EPAS1,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
EPB41L2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ERAP2,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
EWSR1,1,0,1,0,4,2,0,0,0,8,8,8,0.008791208791208791
FAAH,0,0,0,0,7,0,1,0,0,8,8,8,0.008791208791208791
FAM214A,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
FANCD2,0,1,0,0,5,2,0,0,0,8,8,8,0.008791208791208791
FBXO21,1,1,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
FKBP15,1,0,1,0,4,1,0,0,1,8,8,8,0.008791208791208791
FLAD1,0,0,0,0,5,3,0,0,0,8,8,8,0.008791208791208791
FRY,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
FSIP2,1,0,0,1,5,1,0,0,0,8,8,8,0.008791208791208791
FTSJ3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
GANAB,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
GBP7,0,1,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
GLYR1,1,1,1,0,5,0,0,0,0,8,8,8,0.008791208791208791
GNL3L,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
GPLD1,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
GRHL2,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
GRIA4,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
GRIPAP1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
GSAP,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
H2BC4,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
HAUS5,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
HDAC1,1,0,0,0,5,0,0,2,0,8,8,8,0.008791208791208791
HIF3A,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
HIPK2,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
HSD17B4,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
IMPG2,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
INTS7,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
IQSEC2,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ITGA10,0,0,0,0,5,3,0,0,0,8,8,8,0.008791208791208791
ITPKC,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
JAK2,0,0,0,0,5,2,0,1,0,8,8,8,0.008791208791208791
JCAD,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
KANSL1,1,0,0,0,4,3,0,0,0,8,8,8,0.008791208791208791
KCND1,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
KCNH1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
KCNH3,1,0,0,0,6,0,0,1,0,8,8,8,0.008791208791208791
KCNK2,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
KCNK9,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
KCNV1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
KDM4A,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
KIF17,0,0,1,0,6,0,0,1,0,8,8,8,0.008791208791208791
KIFAP3,1,0,0,0,5,0,0,2,0,8,8,8,0.008791208791208791
KIFC1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
KNTC1,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
L1CAM,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
LAMB2,0,0,0,0,5,2,0,1,0,8,8,8,0.008791208791208791
LDB2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
LMTK2,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
LONP2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
LRRC41,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
LRRC8C,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
LRRTM1,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
MAGEA12,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
MAPKBP1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
MBD5,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
MCTP2,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
MDGA2,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
MET,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
MICAL3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
MOV10L1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
MROH7,0,0,0,0,5,1,0,1,1,8,8,8,0.008791208791208791
MRTFB,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
MSH5,0,0,0,0,6,0,0,2,0,8,8,8,0.008791208791208791
MTHFD1L,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
MTSS1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
NCOR2,1,1,0,0,5,1,0,0,0,8,8,8,0.008791208791208791
NEDD4,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
NEK8,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
NFE2L3,1,1,0,0,5,1,0,0,0,8,8,8,0.008791208791208791
NLRP5,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
NUTM2F,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
NWD1,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
OR10Z1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
OR2G3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
OR5L1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
OTUD7B,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
OVCH1,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
PALLD,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PC,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
PCDH18,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PCDHA9,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PCDHAC2,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
PCDHB6,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
PCDHGA11,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PDCD11,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
PDE10A,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
PDE11A,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
PDZRN4,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PFKP,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
PHACTR1,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
PIK3C2G,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
PLCG2,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
PLD1,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
PLXNA1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
POU3F4,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
PPL,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
PPP4R3B,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
PRKD1,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
PROS1,2,0,0,0,5,1,0,0,0,8,8,8,0.008791208791208791
PTCH1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
RADX,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
RAI2,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
RARB,0,0,0,0,5,2,0,1,0,8,8,8,0.008791208791208791
RBFOX1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
RBM26,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
RET,1,0,1,0,6,0,0,0,0,8,8,8,0.008791208791208791
RNF10,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
ROBO3,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
RPGRIP1,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
RPGRIP1L,1,0,1,0,6,0,0,0,0,8,8,8,0.008791208791208791
RPS6KA5,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
RUNX1T1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SAFB2,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
SAMD14,0,0,1,0,7,0,0,0,0,8,8,8,0.008791208791208791
SCAF11,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
SCYL3,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
SEC24D,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SEMA5B,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
SEMA6A,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
SH3KBP1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SIDT2,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
SLC22A2,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
SLC35B2,1,0,0,0,6,0,1,0,0,8,8,8,0.008791208791208791
SLC44A5,1,0,0,0,4,1,0,2,0,8,8,8,0.008791208791208791
SLC4A5,1,0,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
SLC9A8,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SLCO1B3,0,1,0,0,6,0,0,1,0,8,8,8,0.008791208791208791
SLITRK1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SMYD3,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
SNAP91,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SNTG1,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
SORBS1,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
SOX13,1,1,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
SPATA31A1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SPECC1L,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
SPTBN1,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
SSH3,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
STAT3,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
STK10,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
SYT17,0,0,1,0,6,1,0,0,0,8,8,8,0.008791208791208791
TAB3,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
TAOK2,1,2,0,0,5,0,0,0,0,8,8,8,0.008791208791208791
TAOK3,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
TARS2,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
TASOR,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
TBC1D31,0,0,1,0,5,1,0,1,0,8,8,8,0.008791208791208791
TCF4,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
TEX55,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
TLL1,0,0,0,0,6,1,0,1,0,8,8,8,0.008791208791208791
TMC5,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
TMEM131L,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
TMEM132E,0,0,0,0,6,0,0,2,0,8,8,8,0.008791208791208791
TNKS2,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
TRABD2A,0,0,1,0,5,2,0,0,0,8,8,8,0.008791208791208791
TRAPPC9,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
TRIM24,0,1,0,0,6,1,0,0,0,8,8,8,0.008791208791208791
TRIM42,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
TRPC4,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
TRPV2,0,0,0,0,5,3,0,0,0,8,8,8,0.008791208791208791
TSC1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
TSPYL2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
TTC37,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
TTC7A,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
TUBGCP2,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
UBTF,0,0,0,0,7,0,0,1,0,8,8,8,0.008791208791208791
UTP25,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
VANGL2,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
VWA3A,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
WAS,0,0,0,0,6,2,0,0,0,8,8,8,0.008791208791208791
WDR49,2,0,0,0,6,0,0,0,0,8,8,8,0.008791208791208791
WDR6,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
WDR76,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
YTHDF3,0,1,0,0,5,2,0,0,0,8,8,8,0.008791208791208791
ZC3H6,0,1,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
ZMIZ1,0,0,0,0,8,0,0,0,0,8,8,8,0.008791208791208791
ZNF217,0,0,0,0,7,1,0,0,0,8,8,8,0.008791208791208791
ZNF251,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
ZNF423,1,0,0,0,7,0,0,0,0,8,8,8,0.008791208791208791
